6233;6034;268;6233;6193;367;6233;6221;379;6233;6227;395;6233;6246;413
6234;7045;220;6234;6243;224;6234;7032;222;6234;6221;344;6234;7034;276
6235;6258;227;6235;6193;241;6235;6231;260;6235;6136;931;6235;6221;307
6236;6165;188;6236;6152;212;6236;6154;222;6236;6015;240;6236;6136;473
6237;6152;145;6237;6078;160;6237;6184;201;6237;6190;466;6237;6187;217
6240;6746;83;6240;6927;100;6240;7040;92;6240;6717;285;6240;6312;125
6241;6246;39;6241;6302;40;6241;7022;42;6241;6243;75;6241;6136;53
6243;6193;241;6243;6235;243;6243;7021;252;6243;6231;340;6243;6246;290
6245;6199;127;6245;6227;162;6245;6230;148;6245;6231;180;6245;6233;219
6246;6232;164;6246;6231;242;6246;6301;182;6246;6243;511;6246;6233;364
6247;6234;164;6247;6199;182;6247;6344;249;6247;6912;328;6247;6321;205
6248;6204;384;6248;6221;389;6248;6015;463;6248;6184;833;6248;6070;570
6249;6912;138;6249;6199;156;6249;6910;140;6249;6321;225;6249;6276;157
6250;6199;215;6250;6321;286;6250;6915;218;6250;6328;304;6250;6329;319
6251;6181;66;6251;6344;78;6251;6912;84;6251;6907;91;6251;6199;113
6252;6199;105;6252;6221;112;6252;6411;110;6252;6503;187;6252;6321;117
6253;6734;286;6253;6321;343;6253;6340;318;6253;6336;445;6253;6733;352
6254;6737;100;6254;6907;105;6254;7042;132;6254;6910;176;6254;6321;185
6255;6015;119;6255;6270;127;6255;6389;120;6255;6250;132;6255;6907;154
6257;6185;109;6257;6247;110;6257;6410;119;6257;6344;132;6257;6191;182
6258;6261;117;6258;6235;126;6258;6910;141;6258;6906;786;6258;6259;170
6259;6372;98;6259;6152;100;6259;6907;152;6259;6906;356;6259;6136;106
6260;7028;126;6260;6910;157;6260;7040;203;6260;6168;158;6260;6906;414
6261;6258;90;6261;6389;95;6261;6910;119;6261;6022;152;6261;6906;426
6262;6752;101;6262;6217;105;6262;6912;202;6262;6906;337;6262;6227;110
6263;6064;146;6263;6418;164;6263;6369;161;6263;6420;170;6263;6101;301
6264;6276;86;6264;6908;94;6264;6910;88;6264;6906;299;6264;6168;123
6265;6155;95;6265;6152;103;6265;6190;153;6265;6154;168;6265;6136;108
6266;6925;89;6266;6015;90;6266;6912;112;6266;6012;97;6266;6906;172
6267;6924;136;6267;6268;142;6267;6923;157;6267;6912;942;6267;6910;463
6268;6266;83;6268;6277;110;6268;6361;107;6268;6912;464;6268;6267;171
6269;6391;57;6269;7018;80;6269;6393;76;6269;6114;83;6269;6119;98
6270;6335;87;6270;6257;120;6270;6923;133;6270;6912;461;6270;6910;215
6271;6078;163;6271;6235;191;6271;6233;188;6271;6221;217;6271;6199;196
6272;6255;54;6272;6910;76;6272;7044;68;6272;6923;127;6272;6912;124
6273;6189;76;6273;6250;83;6273;6421;76;6273;6279;126;6273;6015;129
6274;6411;129;6274;6015;133;6274;6155;134;6274;6148;151;6274;6154;205
6275;7008;91;6275;6268;92;6275;6910;104;6275;6253;291;6275;6250;99
6276;6264;120;6276;6253;142;6276;6910;134;6276;6250;147;6276;6912;214
6277;6249;82;6277;6015;83;6277;6925;158;6277;6912;207;6277;6910;122
6278;6261;52;6278;6009;60;6278;6912;59;6278;6168;73;6278;6930;69
6279;6413;77;6279;6250;89;6279;6905;86;6279;6081;99;6279;6273;114
6280;6231;156;6280;6163;208;6280;6233;158;6280;6136;312;6280;6221;212
6281;6149;150;6281;7035;189;6281;6163;153;6281;6161;233;6281;6160;217
6301;6068;79;6301;6046;95;6301;7021;95;6301;6246;155;6301;6245;143
6302;6231;92;6302;6125;95;6302;6246;104;6302;6243;99;6302;6310;107
6303;6232;76;6303;6243;87;6303;6246;83;6303;6233;104;6303;6245;105
6304;6310;53;6304;6204;57;6304;6205;63;6304;6043;104;6304;6075;74
6305;6199;66;6305;6227;68;6305;6243;73;6305;6235;81;6305;6310;93
6306;6928;219;6306;6227;264;6306;6316;234;6306;6366;267;6306;6315;291
6307;6221;191;6307;6070;210;6307;6184;218;6307;6015;258;6307;6214;266
6309;6425;131;6309;6715;161;6309;7052;132;6309;6706;192;6309;7056;353
6310;6315;195;6310;6306;216;6310;6366;211;6310;6927;319;6310;6316;230
6311;6078;97;6311;6234;103;6311;6912;133;6311;6322;146;6311;6321;172
6312;6420;162;6312;6366;199;6312;6927;185;6312;6240;302;6312;6717;353
6313;6052;108;6313;7055;198;6313;6724;167;6313;6406;298;6313;6375;440
6314;6012;125;6314;6926;232;6314;6078;183;6314;6184;676;6314;6015;264
6315;6310;206;6315;6306;224;6315;7014;232;6315;6312;273;6315;6927;345
6316;7012;268;6316;6420;291;6316;7014;361;6316;6312;307;6316;6927;626
6321;6247;209;6321;6249;222;6321;6503;261;6321;6250;371;6321;6253;283
6322;6321;69;6322;6311;73;6322;6344;110;6322;6250;105;6322;6335;76
6323;6335;60;6323;6199;73;6323;7045;72;6323;6321;120;6323;7063;119
6324;6328;85;6324;6127;127;6324;7063;102;6324;6250;137;6324;7064;189
6327;6330;69;6327;6321;74;6327;6910;111;6327;6253;146;6327;6250;136
6328;6034;79;6328;6048;106;6328;6332;102;6328;6253;136;6328;6250;334
6329;6344;121;6329;6321;149;6329;6410;232;6329;6127;347;6329;6250;319
6330;6340;94;6330;6127;147;6330;6344;117;6330;6250;245;6330;6321;160
6331;6321;115;6331;6127;150;6331;7042;146;6331;6344;170;6331;6250;188
6332;6328;102;6332;6321;178;6332;6344;117;6332;6127;200;6332;6250;178
6333;6410;56;6333;6154;83;6333;6321;56;6333;7064;103;6333;6250;85
6334;6321;48;6334;6930;50;6334;6332;48;6334;7008;113;6334;6250;64
6335;6250;164;6335;6344;210;6335;6910;179;6335;6253;299;6335;6389;221
6336;6925;95;6336;6250;127;6336;6910;109;6336;6321;216;6336;6253;183
6338;6329;74;6338;6930;94;6338;6344;88;6338;6389;95;6338;6321;120
6339;6418;106;6339;6354;115;6339;6415;112;6339;6101;170;6339;6115;241
6340;6330;105;6340;6389;151;6340;6910;131;6340;6250;201;6340;6253;286
6341;6036;106;6341;6052;202;6341;6425;132;6341;6406;225;6341;6427;592
6343;6127;71;6343;6221;77;6343;6321;92;6343;6923;340;6343;6253;132
6344;6332;173;6344;6503;180;6344;6915;181;6344;6247;237;6344;6330;205
6345;6734;43;6345;6255;57;6345;6923;51;6345;6925;144;6345;6503;58
6346;7077;61;6346;6104;63;6346;6397;62;6346;6114;156;6346;6387;139
6347;6360;133;6347;6704;144;6347;7023;133;6347;6357;234;6347;6033;187
6349;6085;147;6349;6407;264;6349;6405;182;6349;6406;342;6349;10002;417
6350;6026;136;6350;6406;212;6350;6052;204;6350;10002;303;6350;6036;232
6354;6064;146;6354;6718;248;6354;6080;175;6354;6418;497;6354;6100;289
6355;6104;83;6355;6394;188;6355;7019;135;6355;6396;194;6355;6395;439
6356;6354;79;6356;6432;143;6356;6418;129;6356;6263;212;6356;6115;212
6357;6368;47;6357;6908;58;6357;6912;56;6357;6395;120;6357;6347;192
6358;6910;84;6358;6908;85;6358;6930;89;6358;6912;146;6358;6925;113
6359;6504;102;6359;6050;136;6359;6502;262;6359;6052;382;6359;6501;1058
6360;6368;120;6360;6912;139;6360;7040;137;6360;6267;140;6360;6347;168
6361;6078;86;6361;6371;96;6361;6925;109;6361;6912;209;6361;6910;163
6362;6262;107;6362;6371;148;6362;6372;121;6362;6925;155;6362;6906;241
6363;6432;83;6363;6052;114;6363;6100;168;6363;6418;417;6363;6080;230
6364;6395;160;6364;6703;193;6364;6368;160;6364;6387;215;6364;6381;194
6366;6246;137;6366;6310;141;6366;7012;152;6366;6927;308;6366;6312;411
6367;6906;75;6367;6162;82;6367;6386;79;6367;6259;120;6367;6078;101
6368;6372;163;6368;6376;181;6368;6387;163;6368;6381;189;6368;6370;329
6369;6718;121;6369;6080;149;6369;6434;169;6369;6418;276;6369;6100;271
6370;6372;95;6370;6371;158;6370;6395;119;6370;6396;554;6370;6368;266
6371;6154;119;6371;6052;135;6371;6362;136;6371;6022;225;6371;6151;137
6372;6381;117;6372;6197;125;6372;6918;133;6372;6151;144;6372;6368;238
6373;6380;57;6373;6381;62;6373;6386;512;6373;6012;79;6373;6015;107
6374;6703;80;6374;6226;101;6374;6396;120;6374;6381;121;6374;6387;153
6375;6402;328;6375;6313;402;6375;6742;352;6375;7054;839;6375;6724;446
6376;6117;98;6376;6235;110;6376;7039;102;6376;6368;140;6376;6387;327
6377;6724;152;6377;6036;214;6377;6406;224;6377;6043;242;6377;6052;232
6379;6057;83;6379;6427;187;6379;6426;110;6379;6425;662;6379;7058;412
6380;6368;86;6380;6012;103;6380;6381;137;6380;6395;159;6380;6387;663
6381;6703;171;6381;6368;175;6381;6383;193;6381;6380;206;6381;6386;531
6383;6250;78;6383;6395;88;6383;6370;80;6383;6396;197;6383;6381;139
6384;6197;82;6384;6156;85;6384;6391;93;6384;7039;96;6384;6386;86
6385;6015;181;6385;6012;190;6385;6113;195;6385;6190;383;6385;6184;338
6386;7039;184;6386;6381;213;6386;6391;192;6386;6002;709;6386;6393;411
6387;6346;246;6387;6391;430;6387;7018;374;6387;7019;530;6387;6394;1251
6388;7019;85;6388;6387;139;6388;6397;120;6388;6394;151;6388;6395;165
6389;6189;157;6389;6340;158;6389;6923;157;6389;6335;199;6389;6910;340
6391;6720;155;6391;6397;236;6391;7019;280;6391;6120;274;6391;6387;437
6393;6114;200;6393;6386;217;6393;6394;214;6393;6120;397;6393;7019;290
6394;6120;231;6394;6393;283;6394;6395;326;6394;6397;449;6394;6387;896
6395;6394;398;6395;6355;411;6395;7017;495;6395;6396;532;6395;6397;808
6396;7017;547;6396;6700;841;6396;7019;946;6396;6397;1712;6396;6398;879
6397;6391;247;6397;6394;412;6397;6720;257;6397;6396;778;6397;6395;571
6398;6085;79;6398;6391;116;6398;6394;127;6398;6396;861;6398;6395;272
